participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P03357	4	2	0	1	4	5	1	4	4	3	41	1	82	US
P03358	5	2	1	2	4	4	4	3	3	2	46	1	68	US
P03359	4	1	3	3	3	4	2	4	4	1	39	1	84	US
P03360	4	2	4	4	4	5	4	4	4	2	31	1	82	US
P03361	4	2	1	5	4	5	4	3	1	5	64	1	79	US
P03362	5	4	4	5	3	4	4	4	5	5	19	1	91	US
P03363	5	1	4	3	2	5	2	2	3	4	47	1	91	US
P03364	4	2	2	4	2	3	2	1	2	1	29	1	87	US
P03365	4	2	3	4	4	5	2	5	2	3	33	1	88	US
P03366	4	1	2	5	5	5	5	5	4	5	25	1	92	US
P03367	5	2	4	2	3	3	5	5	4	2	49	1	52	US
P03368	5	2	4	2	1	4	2	3	2	2	18	1	74	US
P03369	2	2	1	1	3	4	3	2	1	1	26	1	74	US
P03370	0	2	3	2	2	3	4	2	1	2	29	1	94	US
P03371	5	3	3	2	4	5	4	5	4	5	19	1	98	US
P03372	3	4	2	1	4	3	1	5	1	2	28	1	77	US
P03373	4	2	3	1	3	4	2	4	3	1	33	1	99	US
P03374	2	5	2	1	1	0	5	4	5	2	34	1	71	US
P03375	4	4	4	3	4	4	2	5	5	2	18	1	86	US
P03376	4	4	4	2	2	5	4	2	4	1	32	1	93	US
P03377	1	1	2	1	2	1	2	4	3	1	31	1	92	US
P03378	4	2	4	4	3	3	2	4	3	2	24	1	67	US
P03379	4	3	4	2	4	5	2	3	1	4	25	1	90	US
P03380	4	2	4	3	3	4	2	4	2	4	21	1	94	US
P03381	5	4	4	5	4	5	1	5	5	2	38	1	88	US
P03382	5	4	4	1	4	5	5	4	1	4	37	1	98	US
P03383	4	5	5	2	3	5	4	3	3	3	39	1	74	US
P03384	4	1	2	2	5	5	2	4	4	4	41	1	63	US
P03385	2	2	5	5	4	4	4	4	5	3	46	1	79	US
P03386	4	5	5	3	5	5	4	4	5	1	33	1	97	US
P03387	5	4	4	3	4	5	4	2	5	2	35	1	97	US
P03388	4	4	5	3	2	3	4	2	4	2	28	1	74	US
P03389	5	1	5	2	4	5	2	1	0	1	18	1	93	US
P03390	5	5	5	1	4	5	4	5	4	3	58	1	96	US
P03391	5	2	4	3	3	5	4	4	4	5	59	1	97	US
P03392	4	1	3	4	5	4	4	5	4	4	41	1	96	US
P03393	4	1	5	4	3	4	4	3	4	5	48	1	94	US
P03394	5	2	3	4	5	5	2	5	4	5	34	1	94	US
P03395	4	1	2	5	4	4	1	5	1	2	34	1	86	US
P03396	4	5	2	3	5	4	4	5	4	2	42	1	91	US
P03397	4	4	5	2	2	4	3	2	4	2	34	1	84	US
P03398	4	4	5	2	2	5	3	5	3	2	23	1	97	US
P03399	4	4	3	2	5	5	5	5	5	4	34	1	93	US
P03400	4	4	4	2	4	4	4	4	5	3	31	1	82	US
P03401	5	2	2	3	4	5	4	3	5	1	41	1	85	US
P03402	2	3	5	5	2	3	3	2	4	1	52	1	88	US
P03403	4	2	4	2	5	5	3	4	3	4	46	1	75	US
P03404	5	5	5	2	5	4	4	4	5	3	44	1	95	US
P03405	3	4	4	2	1	5	2	2	4	2	59	1	68	US
P03406	3	1	1	4	4	5	1	2	2	5	41	1	90	US
P03407	4	5	3	2	4	4	4	3	4	2	50	1	99	US
P03408	4	4	3	1	3	4	4	2	4	4	20	1	80	US
P03409	5	4	4	4	5	4	5	5	5	2	41	1	93	US
P03410	3	5	5	4	4	1	3	1	4	2	37	1	96	US
P03411	5	4	4	2	2	3	4	4	5	5	40	1	68	US
P03412	5	2	4	5	5	5	4	5	3	3	39	1	95	US
P03413	5	4	2	1	4	5	5	1	3	3	38	1	88	US
P03414	5	3	3	3	4	5	3	2	4	2	41	1	82	US
P03415	2	3	4	4	4	5	4	2	2	1	46	1	95	US
P03416	3	3	2	3	4	5	3	4	4	4	47	1	77	US
P03417	5	3	3	2	3	5	4	2	4	2	31	1	76	US
P03418	4	4	4	4	2	3	4	0	3	1	24	1	49	US
P03419	2	4	5	2	2	5	4	3	5	4	41	1	96	US
P03420	4	1	4	4	4	4	1	4	1	5	32	1	96	US
P03421	4	5	3	3	2	3	5	4	4	4	45	1	88	US
P03422	2	5	5	2	2	5	5	3	4	1	43	1	76	US
P03423	4	1	3	1	3	1	2	5	3	1	45	1	55	US
P03424	4	3	3	3	1	5	4	2	3	1	24	1	91	US
P03425	4	5	4	3	3	5	3	4	4	2	24	1	99	US
P03426	5	4	5	5	4	5	4	2	2	3	40	1	98	US
P03427	4	2	3	0	5	5	4	4	2	1	47	1	53	US
P03428	5	4	4	2	2	5	4	0	5	2	37	1	76	US
P03429	4	3	4	2	4	5	4	5	2	5	53	1	79	US
P03430	4	4	3	4	3	5	3	2	4	3	51	1	76	US
P03431	3	3	3	3	3	4	4	3	0	2	44	1	89	US
P03432	4	3	2	2	2	3	5	4	4	1	47	1	97	US
P03433	2	2	2	2	4	3	4	2	3	4	39	1	89	US
P03434	5	2	2	5	4	5	3	5	4	2	27	1	96	US
P03435	2	5	2	5	4	5	4	3	5	2	25	1	63	US
P03436	2	3	1	2	1	4	1	5	5	2	26	1	91	US
P03437	5	1	4	5	4	4	3	4	4	3	50	1	100	US
P03438	4	2	1	0	4	5	1	2	3	2	43	1	82	US
P03439	5	5	5	3	4	5	3	4	5	2	18	1	93	US
P03440	4	4	4	2	2	3	4	4	4	0	31	1	90	US
P03441	5	4	4	4	4	2	2	4	2	2	31	1	88	US
P03442	3	4	3	2	4	3	4	2	4	2	20	1	92	US
P03443	4	2	4	3	4	4	5	2	4	2	25	1	88	US
P03444	5	4	4	4	4	5	1	5	4	4	32	1	69	US
P03445	4	5	5	3	3	5	4	3	3	2	48	1	90	US
P03446	4	0	4	4	2	4	2	4	1	2	25	1	86	US
P03447	5	4	3	5	5	5	4	4	4	4	35	1	87	US
P03448	5	4	3	5	4	4	5	5	4	4	28	1	77	US
P03449	2	2	1	2	2	2	3	3	3	2	34	1	69	US
P03450	1	5	3	5	4	5	5	2	5	3	23	1	78	US
P03451	3	5	5	2	5	5	5	4	5	0	19	1	90	US
P03452	5	5	4	2	4	4	5	2	5	1	52	1	89	US
P03453	5	2	2	3	5	4	2	4	2	3	50	1	97	US
P03454	4	1	2	1	2	4	4	2	3	1	50	1	88	US
P03455	5	3	4	4	4	4	4	3	4	4	44	1	81	US
P03456	3	2	3	1	1	5	4	1	4	1	47	1	61	US
P03457	5	1	4	1	5	5	4	5	4	4	27	1	84	US
P03458	1	4	4	4	1	4	4	2	4	4	20	1	68	US
P03459	4	1	4	5	4	3	1	1	4	2	18	1	87	US
P03460	4	4	4	2	5	2	4	4	3	4	38	1	90	US
P03461	5	2	2	5	5	5	5	4	5	4	51	1	50	US
P03462	4	3	4	4	3	4	4	1	5	3	31	1	59	US
P03463	5	4	5	2	5	5	4	5	3	3	33	1	75	US
P03464	4	1	3	2	4	4	2	3	3	4	44	1	64	US
P03465	3	3	3	2	2	3	1	2	4	1	33	1	96	US
P03466	2	3	4	4	3	5	3	2	5	2	44	1	47	US
P03467	4	4	4	4	4	3	4	3	2	1	45	1	86	US
P03468	4	2	4	2	4	5	3	2	4	2	38	1	66	US
P03469	4	1	1	2	3	5	3	4	4	5	31	1	98	US
P03470	4	5	4	3	4	4	5	5	5	2	31	1	94	US
P03471	4	5	5	2	4	4	5	4	4	2	33	1	84	US
P03472	5	4	4	3	5	5	4	4	4	4	23	1	73	US
P03473	4	2	2	4	3	4	4	4	2	4	26	1	71	US
P03474	4	3	3	1	2	1	4	1	4	1	47	1	64	US
P03475	4	5	4	1	3	5	5	3	4	1	40	1	94	US
P03476	3	2	4	3	4	5	4	4	4	4	33	1	82	US
P03477	4	1	2	3	4	5	2	4	5	4	51	1	84	US
P03478	1	1	1	1	1	2	1	2	2	1	23	1	77	US
P03479	1	1	4	3	1	4	3	4	5	2	36	1	86	US
P03480	2	4	2	2	1	4	5	3	1	1	43	1	64	US
P03481	5	4	4	4	5	5	4	5	5	5	43	1	95	US
P03482	4	2	5	4	1	4	4	3	3	0	42	1	83	US
P03483	5	3	4	4	5	5	4	4	2	3	47	1	75	US
P03484	3	0	2	3	1	2	4	2	5	4	29	1	95	US
P03485	3	5	4	2	1	4	5	4	2	1	34	1	86	US
P03486	5	1	3	2	3	5	3	1	1	2	35	1	59	US
P03487	5	4	3	2	2	4	4	2	3	2	40	1	73	US
P03488	2	1	1	3	2	3	3	2	3	3	37	1	76	US
P03489	2	4	4	0	4	4	4	4	5	4	33	1	92	US
P03490	5	1	2	4	3	5	1	2	2	5	33	1	91	US
P03491	4	2	5	2	2	5	4	3	4	2	50	1	94	US
P03492	4	1	1	3	5	4	4	4	2	5	36	1	79	US
P03493	4	4	4	1	4	4	3	4	3	2	37	1	78	US
P03494	4	2	5	3	4	5	5	3	2	4	50	1	76	US
P03495	4	4	1	1	2	5	2	2	4	3	48	1	97	US
P03496	5	5	2	2	2	4	5	4	5	3	51	1	99	US
P03497	4	5	2	3	4	4	3	5	5	5	41	1	59	US
P03498	5	3	5	3	2	2	1	4	2	2	38	1	58	US
P03499	5	2	1	4	5	5	4	4	4	4	48	1	97	US
P03500	4	2	2	3	4	5	3	3	5	4	25	1	77	US
P03501	2	1	2	1	2	4	2	1	2	1	41	1	77	US
P03502	3	1	1	2	2	4	1	1	1	1	24	1	96	US
P03503	5	4	2	2	5	4	5	5	5	4	25	1	61	US
P03504	4	5	5	4	5	5	5	4	4	3	40	1	76	US
P03505	4	5	2	5	5	5	2	4	4	2	25	1	91	US
P03506	4	4	5	2	2	5	4	4	4	3	23	1	95	US
P03507	4	2	2	2	3	5	3	5	4	1	37	1	84	US
P03508	5	2	2	4	3	2	4	1	4	1	25	1	90	US
P03509	3	4	4	3	3	5	4	4	3	4	39	1	71	US
P03510	5	2	4	0	4	5	5	2	5	2	50	1	95	US
P03511	5	3	5	3	5	4	4	3	3	3	37	1	90	US
P03512	2	1	2	4	5	4	2	4	2	1	21	1	85	US
P03513	5	1	1	4	2	3	2	3	2	1	35	1	81	US
P03514	4	3	5	5	5	5	4	5	5	5	30	1	31	US
P03515	3	4	5	1	5	5	5	2	0	4	41	1	76	US
P03516	5	1	4	2	3	5	2	5	1	3	28	1	87	US
P03517	3	4	4	4	2	4	4	2	4	1	40	1	92	US
P03518	5	4	3	2	4	2	5	4	4	2	51	1	78	US
P03519	5	4	5	4	4	5	2	5	5	5	34	1	91	US
P03520	3	3	2	2	1	3	4	1	1	1	36	1	82	US
P03521	4	2	3	2	1	4	5	2	5	2	39	1	81	US
P03522	4	3	4	2	4	3	2	3	4	4	37	1	78	US
P03523	4	2	1	2	2	4	2	3	4	4	34	1	99	US
P03524	4	4	2	3	3	5	3	2	5	3	29	1	82	US
P03525	5	5	5	3	4	3	5	4	5	5	26	1	97	US
P03526	4	3	5	4	3	4	5	4	3	4	39	1	86	US
P03527	3	4	4	1	2	3	3	1	1	1	18	1	90	US
P03528	2	3	5	3	2	5	3	2	1	1	41	1	96	US
P03529	1	3	2	3	2	4	2	3	2	2	34	1	70	US
P03530	5	2	1	4	5	2	4	3	4	2	25	1	95	US
P03531	5	4	5	4	2	5	4	4	2	3	39	1	92	US
P03532	5	4	4	1	5	4	4	5	4	3	33	1	91	US
P03533	5	5	4	2	4	5	4	5	4	4	23	1	89	US
P03534	5	5	4	5	5	5	4	5	5	4	34	1	92	US
P03535	3	3	5	5	4	4	4	4	5	3	32	1	87	US
P03536	4	1	1	3	2	4	2	1	1	1	26	1	89	US
P03537	4	4	4	1	2	2	2	1	3	1	32	1	79	US
P03538	5	1	2	3	2	2	1	2	2	2	41	1	97	US
P03539	5	1	3	2	2	5	1	2	4	1	21	1	95	US
P03540	4	4	1	1	3	3	2	3	5	3	48	1	92	US
P03541	3	5	4	1	2	4	5	5	4	2	36	1	71	US
P03542	4	0	2	5	3	4	4	5	4	2	33	1	81	US
P03543	2	3	3	5	3	5	2	4	5	1	37	1	84	US
P03544	5	2	3	4	2	3	2	2	4	1	18	1	67	US
P03545	4	3	3	2	4	4	3	2	4	1	38	1	91	US
P03546	2	2	5	3	2	4	4	1	4	1	24	1	99	US
P03547	3	2	2	3	3	2	3	2	5	1	43	1	79	US
P03548	5	2	1	2	3	3	2	2	4	1	32	1	97	US
P03549	5	3	4	4	4	4	5	4	5	4	46	1	97	US
P03550	5	2	4	3	2	4	4	2	3	2	36	1	88	US
P03551	1	1	1	1	3	5	3	5	1	4	18	1	55	US
P03552	5	1	2	2	2	1	4	1	3	0	26	1	76	US
P03553	3	4	4	2	2	3	3	3	2	5	43	1	95	US
P03554	2	2	4	3	3	2	3	2	3	4	52	1	93	US
P03555	5	2	4	3	5	5	2	5	2	5	18	1	84	US
P03556	4	1	2	4	2	5	3	4	4	1	47	1	94	US
P03557	4	5	4	1	4	5	4	4	5	2	39	1	97	US
P03558	5	2	2	4	2	5	0	5	2	5	18	1	97	US
P03559	5	2	3	2	3	2	2	3	4	3	36	1	80	US
P03560	1	0	5	5	4	3	2	2	1	2	52	1	88	US
P03561	2	5	4	2	4	4	4	1	5	1	45	1	74	US
P03562	4	2	2	4	2	5	2	5	3	1	25	1	90	US
P03563	5	4	5	2	5	5	5	5	5	5	40	1	87	US
P03564	2	5	3	3	1	4	4	3	5	2	34	1	94	US
P03565	4	2	4	4	4	4	4	2	4	3	27	1	88	US
P03566	5	3	4	2	5	4	4	3	5	3	36	1	97	US
P03567	5	5	4	2	5	4	5	4	5	4	18	1	86	US
P03568	2	1	4	2	1	3	2	1	4	1	42	1	89	US
P03569	5	5	4	4	5	3	0	4	5	5	40	1	97	US
P03570	2	4	5	1	2	4	5	1	5	2	34	1	72	US
P03571	5	0	4	4	4	4	5	4	4	3	40	1	92	US
P03572	5	1	3	2	2	4	3	2	2	2	26	1	83	US
P03573	2	2	4	2	4	5	4	2	5	1	34	1	89	US
P03574	4	4	4	2	4	5	5	4	5	1	33	1	84	US
P03575	2	3	2	4	4	5	4	2	4	2	31	1	91	US
P03576	5	4	4	4	3	4	4	4	4	4	25	1	75	US
P03577	5	2	2	2	4	5	3	3	3	2	53	1	76	US
P03578	5	5	2	5	5	5	5	5	4	5	43	1	82	US
P03579	5	4	2	3	4	5	4	2	5	3	36	1	78	US
P03580	4	4	4	5	4	5	4	4	4	1	19	1	62	US
P03581	4	2	4	5	3	2	2	2	4	2	18	1	88	US
P03582	2	1	1	1	3	4	1	2	3	1	32	1	94	US
P03583	4	5	5	3	5	5	5	3	5	4	22	1	94	US
P03584	4	4	3	4	5	3	2	4	5	4	18	1	69	US
P03585	5	5	4	1	5	5	5	5	4	5	26	1	91	US
P03586	5	3	4	2	5	5	4	5	2	5	36	1	95	US
P03587	5	3	3	4	5	4	3	4	5	4	51	1	74	US
P03588	5	5	4	2	4	4	4	4	4	3	57	1	81	US
P03589	4	5	5	2	2	4	5	5	5	3	40	1	80	US
P03590	4	1	4	2	2	5	4	3	4	4	23	1	95	US
P03591	3	4	4	3	2	0	4	1	4	2	20	1	72	US
P03592	5	5	5	3	2	2	4	4	4	2	43	1	77	US
P03593	4	4	5	4	4	4	4	2	5	1	40	1	79	US
P03594	2	0	2	2	1	0	2	0	3	1	32	1	81	US
P03595	3	1	4	2	4	3	4	4	3	4	33	1	86	US
P03596	4	3	3	4	4	4	1	4	2	2	34	1	81	US
P03597	5	2	3	1	4	5	4	4	4	2	53	1	92	US
P03598	4	2	4	5	3	4	2	4	5	3	18	1	92	US
P03599	2	2	4	2	1	4	3	3	3	1	18	1	46	US
P03600	5	4	3	4	3	5	3	5	4	4	18	1	49	US
P03601	4	3	5	1	4	2	4	2	4	5	18	1	74	US
P03602	4	5	4	2	4	4	5	4	5	2	58	1	84	US
P03603	4	5	5	1	2	4	4	2	5	2	22	1	88	US
P03604	4	4	3	2	5	4	5	4	4	2	19	1	91	US
P03605	0	4	3	4	4	4	5	3	4	1	49	1	61	US
P03606	3	4	0	4	4	4	5	2	4	4	19	1	71	US
P03607	4	2	4	1	2	4	2	4	4	2	38	1	97	US
P03608	4	3	4	4	5	3	4	4	4	4	18	1	89	US
P03609	5	3	4	3	4	5	4	4	4	3	42	1	74	US
P03610	3	3	3	5	5	5	4	5	3	5	32	1	91	US
P03611	4	2	2	2	2	4	4	3	4	1	50	1	83	US
P03612	5	4	4	1	1	1	4	3	4	1	43	1	80	US
P03613	5	5	4	2	2	5	4	4	5	1	33	1	85	US
P03614	3	2	4	3	2	3	2	2	2	1	38	1	96	US
P03615	2	1	1	3	1	5	2	2	1	2	28	1	92	US
P03616	5	2	1	1	2	4	4	2	2	2	46	1	87	US
P03617	1	1	2	3	3	5	1	1	3	1	26	1	83	US
P03618	2	0	4	1	3	3	3	3	5	3	24	1	85	US
P03619	2	4	2	1	1	2	3	2	2	1	34	1	88	US
P03620	1	2	1	2	1	5	4	2	3	2	32	1	60	US
P03621	4	3	4	2	2	2	0	4	4	4	24	1	98	US
P03622	5	4	5	4	5	5	5	5	4	4	39	1	88	US
P03623	1	2	1	2	1	1	1	1	2	1	37	1	90	US
P03624	2	2	2	2	1	4	4	2	2	1	26	1	91	US
P03625	4	1	2	3	1	1	2	2	1	1	35	1	89	US
P03626	5	1	3	2	4	4	3	5	2	4	31	1	78	US
P03627	2	4	2	2	4	4	2	2	4	2	53	1	85	US
P03628	3	4	2	2	2	4	4	3	4	2	42	1	98	US
P03629	4	4	5	1	4	4	4	4	5	4	42	1	98	US
P03630	3	1	4	3	3	5	2	3	2	2	38	1	90	US
P03631	2	3	5	3	2	4	4	1	4	2	29	1	97	US
P03632	5	2	1	4	4	0	2	4	5	2	49	1	93	US
P03633	3	5	4	3	2	5	4	5	5	2	18	1	97	US
P03634	1	2	4	2	3	3	4	2	4	2	41	1	94	US
P03635	5	2	4	3	5	4	2	4	2	1	27	1	100	US
P03636	5	4	5	4	1	4	4	2	2	3	31	1	71	US
P03637	5	2	4	2	3	4	4	3	3	2	36	1	97	US
P03638	5	1	4	2	3	4	5	2	4	4	34	1	62	US
P03639	4	3	2	2	2	4	4	4	5	1	35	1	94	US
P03640	3	2	5	2	2	5	5	2	1	3	36	1	93	US
P03641	4	4	3	3	3	3	4	2	5	1	38	1	84	US
P03642	5	3	5	2	5	4	4	5	5	4	34	1	76	US
P03643	4	1	1	3	4	4	4	3	2	3	30	1	85	US
P03644	4	2	5	4	4	5	4	4	5	4	37	1	77	US
P03645	3	4	5	3	3	5	4	4	5	2	32	1	76	US
P03646	4	4	4	5	3	4	4	2	2	1	41	1	92	US
P03647	4	2	5	2	4	5	2	2	3	1	38	1	93	US
P03648	1	5	4	4	4	4	4	3	4	1	59	1	64	US
P03649	5	5	5	3	5	3	5	3	4	3	18	1	100	US
P03650	4	4	4	2	4	4	4	2	4	2	22	1	96	US
P03651	5	5	4	1	4	5	4	5	4	2	18	1	86	US
P03652	4	1	1	2	2	2	1	3	4	4	28	1	90	US
P03653	4	5	4	3	4	5	4	3	2	2	36	1	88	US
P03654	3	4	3	2	2	4	1	5	4	2	25	1	84	US
P03655	4	1	1	4	4	5	3	3	3	4	27	1	96	US
P03656	4	3	4	5	2	2	3	1	5	2	59	1	93	US
P03657	5	2	3	1	4	5	4	3	2	3	26	1	81	US
P03658	5	1	4	3	2	4	4	1	4	4	58	1	92	US
P03659	5	1	1	1	5	5	2	5	4	4	18	1	82	US
P03660	5	4	4	1	4	5	5	3	5	3	20	1	70	US
P03661	4	3	4	2	5	5	2	4	4	2	25	1	93	US
P03662	5	4	2	3	5	4	3	5	4	4	36	1	88	US
P03663	5	4	3	4	4	4	2	4	3	2	26	1	90	US
P03664	5	4	3	2	3	3	1	2	4	2	24	1	79	US
P03665	4	1	1	4	4	5	2	4	3	3	39	1	98	US
P03666	5	4	4	3	4	4	4	2	5	4	32	1	97	US
P03667	1	4	4	1	2	4	4	2	5	1	47	1	72	US
P03668	3	4	4	1	2	2	3	2	4	2	35	1	58	US
P03669	4	2	2	3	4	2	2	2	3	1	30	1	91	US
P03670	4	2	2	1	3	2	4	3	5	2	45	1	94	US
P03671	1	2	4	2	2	2	2	1	1	1	30	1	95	US
P03672	5	4	3	5	2	4	4	2	2	4	36	1	84	US
P03673	3	4	4	3	2	2	4	2	5	1	36	1	94	US
P03674	3	1	2	1	4	4	2	4	2	3	28	1	98	US
P03675	5	5	4	4	5	4	4	4	5	4	18	1	95	US
P03676	4	1	1	2	1	4	2	4	1	4	44	1	77	US
P03677	3	2	1	4	2	5	2	1	2	2	48	1	76	US
P03678	5	4	1	4	4	5	3	4	4	4	40	1	65	US
P03679	5	5	3	4	4	3	4	2	5	3	36	1	59	US
P03680	2	2	3	4	2	5	2	2	4	1	53	1	80	US
P03681	5	2	4	1	2	4	1	2	4	2	45	1	89	US
P03682	5	5	4	2	5	5	4	3	5	2	43	1	88	US
P03683	4	4	4	5	5	4	2	4	3	4	18	1	88	US
P03684	4	4	4	4	4	5	4	5	5	4	32	1	81	US
P03685	4	3	5	3	3	5	4	2	4	2	18	1	94	US
P03686	4	5	4	1	4	5	5	5	4	4	47	1	88	US
P03687	4	4	4	3	3	5	4	5	4	2	28	1	98	US
P03688	4	4	5	4	2	4	4	3	4	3	32	1	88	US
P03689	5	1	1	1	4	4	2	2	1	4	34	1	84	US
P03690	4	4	4	4	2	5	2	2	5	2	52	1	78	US
P03691	5	3	1	5	4	5	1	5	4	2	39	1	98	US
P03692	1	1	2	2	1	1	4	1	4	1	44	1	92	US
P03693	3	3	4	5	4	5	0	4	2	2	65	1	81	US
P03694	5	4	3	4	4	4	3	3	2	2	39	1	80	US
P03695	5	4	5	4	4	5	5	5	4	4	57	1	94	US
P03696	3	3	3	3	2	4	3	3	4	2	51	1	95	US
P03697	4	5	5	2	3	4	5	4	5	3	24	1	79	US
P03698	5	4	5	1	4	4	5	5	5	4	40	1	97	US
P03699	4	5	4	5	2	4	4	3	5	2	28	1	68	US
P03700	5	5	5	3	5	5	5	5	5	4	24	1	84	US
P03701	5	3	4	4	2	3	3	2	5	2	29	1	53	US
P03702	4	5	5	4	2	4	4	4	4	2	33	1	88	US
P03703	1	3	2	1	4	5	4	1	5	2	35	1	84	US
P03704	4	5	5	1	3	2	5	1	4	1	42	1	87	US
P03705	5	5	5	3	4	4	2	2	3	4	31	1	96	US
P03706	5	2	2	3	2	4	1	2	3	5	18	1	87	US
P03707	4	4	4	2	2	1	3	2	3	2	44	1	96	US
P03708	5	1	2	4	5	5	3	5	4	4	40	1	80	US
P03709	4	4	2	5	4	4	4	5	3	5	31	1	84	US
P03710	4	5	4	3	3	5	5	5	5	2	45	1	90	US
P03711	3	1	4	2	2	5	2	4	4	3	42	1	76	US
P03712	5	5	5	3	4	4	4	4	5	4	25	1	70	US
P03713	4	5	4	2	5	2	4	4	5	5	54	1	78	US
P03714	5	5	4	4	1	5	5	4	4	2	18	1	85	US
P03715	2	3	4	1	2	4	2	4	4	1	29	1	80	US
P03716	4	2	3	1	5	5	4	5	4	4	38	1	79	US
P03717	5	4	4	2	4	5	4	2	5	2	37	1	94	US
P03718	1	2	3	5	2	1	3	4	2	2	19	1	95	US
P03719	4	4	5	3	3	4	4	2	3	2	58	1	81	US
P03720	1	5	5	2	4	1	3	4	5	1	34	1	87	US
P03721	5	3	5	5	4	4	5	4	4	4	18	1	70	US
P03722	4	2	1	5	2	5	4	4	4	1	38	1	94	US
P03723	5	5	5	3	5	5	4	5	5	5	29	1	81	US
P03724	5	5	4	2	5	3	4	4	4	5	46	1	54	US
P03725	5	4	4	4	5	5	4	5	5	5	39	1	76	US
P03726	3	2	2	3	2	3	4	3	4	4	26	1	96	US
P03727	4	2	4	2	2	4	1	2	4	5	28	1	82	US
P03728	2	4	2	2	2	4	2	3	5	1	43	1	82	US
P03729	0	5	3	3	4	5	4	5	5	5	29	1	92	US
P03730	4	5	5	2	1	4	3	2	4	2	20	1	99	US
P03731	5	3	3	2	4	4	2	3	3	4	28	1	100	US
P03732	5	4	4	2	3	4	5	4	1	2	38	1	78	US
P03733	2	1	1	2	4	4	4	2	4	3	50	1	100	US
P03734	4	4	5	3	4	4	2	5	5	4	27	1	70	US
P03735	3	3	2	5	1	2	3	4	3	1	59	1	89	US
P03736	5	3	5	2	3	2	3	1	2	2	29	1	75	US
P03737	1	1	1	2	1	3	0	1	3	1	46	1	77	US
P03738	5	4	5	1	4	4	4	4	3	4	43	1	83	US
P03739	4	3	2	4	4	3	1	3	2	2	59	1	59	US
P03740	1	2	3	3	2	4	2	1	3	4	21	1	82	US
P03741	4	1	3	4	4	4	3	3	5	4	50	1	96	US
P03742	4	2	4	2	2	3	3	2	1	2	44	1	87	US
P03743	5	2	2	2	4	4	1	4	2	2	54	1	78	US
P03744	5	2	4	2	4	5	4	4	5	5	20	1	70	US
P03745	4	2	4	2	4	5	4	3	4	1	31	1	89	US
P03746	4	5	4	5	5	5	4	5	5	4	26	1	99	US
P03747	4	4	4	4	4	5	4	4	4	4	35	1	77	US
P03748	5	1	2	2	3	4	3	2	2	2	30	1	88	US
P03749	5	2	5	2	4	5	4	4	2	2	32	1	95	US
P03750	4	4	2	1	4	5	5	4	5	4	28	1	83	US
P03751	5	2	4	4	3	3	3	4	3	2	36	1	63	US
P03752	4	1	1	2	2	4	1	3	1	4	32	1	80	US
P03753	4	5	4	3	4	4	4	4	5	2	23	1	87	US
P03754	5	3	4	4	5	5	2	5	4	3	26	1	92	US
P03755	4	2	3	5	2	0	1	2	4	1	25	1	89	US
P03756	5	4	0	1	3	2	3	2	3	2	28	1	90	US
P03757	3	4	3	1	4	4	2	2	4	1	35	1	84	US
P03758	5	4	3	1	2	5	5	4	4	2	29	1	78	US
P03759	3	1	4	2	2	4	3	3	2	2	31	1	69	US
P03760	0	3	2	1	4	1	3	3	5	2	25	1	77	US
P03761	4	4	2	4	2	4	4	3	2	3	37	1	81	US
P03762	2	5	5	1	2	3	4	1	5	4	28	1	72	US
P03763	4	1	4	2	5	4	2	1	4	4	28	1	92	US
P03764	2	2	4	2	4	5	4	4	4	5	21	1	87	US
P03765	5	3	4	5	4	4	4	4	4	1	18	1	79	US
P03766	3	4	4	3	4	5	4	4	3	1	45	1	97	US
P03767	5	5	5	3	5	5	4	2	4	4	27	1	82	US
P03768	5	4	3	4	3	4	4	3	1	2	50	1	78	US
P03769	5	4	2	1	5	5	4	5	2	4	29	1	77	US
P03770	2	4	3	2	3	3	5	1	5	3	38	1	99	US
P03771	5	3	5	4	5	5	4	5	4	3	42	1	75	US
P03772	5	5	5	1	5	5	5	5	5	5	39	1	78	US
P03773	5	4	5	3	3	4	4	4	5	5	18	1	86	US
P03774	5	3	5	2	5	4	5	4	2	4	18	1	65	US
P03775	4	4	4	1	2	5	4	2	4	3	23	1	79	US
P03776	5	4	1	3	3	5	5	2	4	2	18	1	98	US
P03777	3	4	5	5	2	4	4	2	2	2	32	1	76	US
P03778	5	2	5	4	5	4	0	4	3	3	52	1	94	US
P03779	2	1	4	4	4	4	2	4	5	1	34	1	97	US
P03780	4	4	2	5	4	5	5	4	3	5	42	1	69	US
P03781	4	2	2	5	5	4	2	5	5	4	40	1	99	US
P03782	5	4	5	2	5	5	4	2	4	4	52	1	94	US
P03783	4	3	5	5	3	5	4	2	5	5	52	1	90	US
P03784	4	5	4	5	2	5	5	4	4	1	48	1	96	US
P03785	2	3	2	2	4	5	3	2	3	2	41	1	93	US
P03786	4	2	4	2	2	4	4	2	2	2	41	1	93	US
P03787	5	5	4	4	5	4	4	5	5	5	31	1	66	US
P03788	5	3	5	2	3	3	4	4	3	4	34	1	95	US
P03789	5	2	5	1	4	5	5	3	4	2	27	1	91	US
P03790	5	5	5	2	3	5	5	5	5	5	35	1	61	US
P03791	4	4	2	0	4	5	5	4	4	2	29	1	53	US
