participant_id	CAT01	CAT02	CAT03	CAT04	CAT05	CAT06	CAT07	CAT08	CAT09	CAT10	CAT11	CAT12	CAT13	CAT14	CAT15	CAT16	CAT17	CAT18	CAT19	CAT20
C01293	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01294	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
C01295	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0
C01296	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C01297	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01298	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0
C01299	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
C01300	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
C01301	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
C01302	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0
C01303	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C01304	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0
C01305	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
C01306	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01307	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C01308	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
C01309	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1
C01310	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0
C01311	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C01312	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C01313	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C01314	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0
C01315	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0
C01316	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
C01317	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01318	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1
C01319	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0
C01320	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1
C01321	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0
C01322	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1
C01323	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0
C01324	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0
C01325	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0
C01326	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0
C01327	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01328	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
C01329	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1
C01330	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0
C01331	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0
C01332	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0
C01333	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01334	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01335	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
C01336	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
C01337	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0
C01338	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C01339	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
C01340	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01341	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
C01342	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
C01343	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C01344	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
C01345	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01346	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C01347	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
C01348	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C01349	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C01350	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0
C01351	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01352	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
C01353	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
C01354	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
C01355	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0
C01356	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
C01357	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0
C01358	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0
C01359	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01360	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01361	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0
C01362	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0
C01363	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01364	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0
C01365	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C01366	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
C01367	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C01368	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0
C01369	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0
C01370	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0
C01371	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
C01372	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
C01373	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0
C01374	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0
C01375	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0
C01376	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
C01377	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0
C01378	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0
C01379	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01380	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C01381	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1
C01382	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0
C01383	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0
C01384	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0
C01385	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0
C01386	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0
C01387	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0
C01388	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0
C01389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
C01390	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1
C01391	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0
C01392	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
C01393	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
C01394	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0
C01395	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0
C01396	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0
C01397	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C01398	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0
C01399	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
C01400	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0
C01401	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1
C01402	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C01403	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
C01404	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1
C01405	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0
C01406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
C01407	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
C01408	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0
C01409	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01410	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0
C01411	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1
C01412	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
C01413	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
C01414	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1
C01415	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0
C01416	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
C01417	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1
C01418	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0
C01419	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01420	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0
C01421	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0
C01422	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C01423	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0
C01424	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
C01425	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0
C01426	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C01427	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
C01428	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
C01429	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0
C01430	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0
C01431	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C01432	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
C01433	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0
C01434	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0
C01435	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
C01436	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01437	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
C01438	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0
C01439	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0
C01440	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0
C01441	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0
C01442	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
C01443	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01444	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C01445	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0
C01446	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
C01447	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
C01448	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0
C01449	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C01450	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C01451	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C01452	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0
C01453	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C01454	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C01455	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0
C01456	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
C01457	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C01458	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01459	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0
C01460	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0
C01461	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
C01462	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0
C01463	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1
C01464	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1
C01465	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
C01466	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
C01467	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0
C01468	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0
C01469	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0
C01470	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0
C01471	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01472	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01473	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0
C01474	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C01475	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
C01476	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0
C01477	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
C01478	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0
C01479	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1
C01480	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
C01481	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0
C01482	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
C01483	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0
C01484	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
C01485	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0
C01486	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C01487	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0
C01488	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
C01489	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01490	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0
C01491	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
C01492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
C01493	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0
C01494	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0
C01495	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1
C01496	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C01497	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0
C01498	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01499	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C01500	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1
C01501	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
C01502	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
C01503	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
C01504	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0
C01505	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1
C01506	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
C01507	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0
C01508	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01509	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0
C01510	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
C01511	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
C01512	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0
C01513	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0
C01514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
C01515	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
C01516	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0
C01517	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0
C01518	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0
C01519	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0
C01520	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0
C01521	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
C01522	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
C01523	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0
C01524	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0
C01525	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
C01526	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0
C01527	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01528	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
C01529	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
C01530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
C01531	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C01532	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
C01533	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1
C01534	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
C01535	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0
C01536	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0
C01537	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0
C01538	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01539	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0
C01540	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0
C01541	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
C01542	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0
C01543	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
C01544	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0
C01545	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1
C01546	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0
C01547	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
C01548	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0
C01549	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01550	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C01551	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C01552	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C01553	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C01554	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01555	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0
C01556	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0
C01557	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
C01558	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0
C01559	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0
C01560	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0
C01561	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0
C01562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
C01563	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0
C01564	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
C01565	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C01566	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
C01567	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
C01568	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
C01569	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0
C01570	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
C01571	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0
C01572	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0
C01573	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
C01574	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0
C01575	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0
C01576	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
C01577	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0
C01578	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
C01579	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01580	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0
C01581	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
C01582	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0
C01583	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
C01584	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0
C01585	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1
C01586	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0
C01587	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
C01588	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1
C01589	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
C01590	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0
C01591	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0
C01592	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0
C01593	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1
C01594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
C01595	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0
C01596	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
C01597	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01598	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0
C01599	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0
C01600	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
C01601	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0
C01602	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01603	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
C01604	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
C01605	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
C01606	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
C01607	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
