session_id	device_family	completion_band	response_quality_band
S008362	device_2974	repeatable	high
S002091	device_2724	ordinary	high
S009489	device_3592	repeatable	typical
S007541	device_0766	repeatable	high
S004398	device_1639	ordinary	typical
S007093	device_1513	ordinary	typical
S011522	device_1261	ordinary	typical
S007471	device_0638	ordinary	typical
S007176	device_3160	ordinary	typical
S008477	device_3164	repeatable	typical
S006837	device_0950	ordinary	high
S010971	device_2880	ordinary	typical
S003844	device_1860	repeatable	high
S010022	device_3045	ordinary	typical
S005656	device_1524	ordinary	typical
S005720	device_0894	ordinary	typical
S005263	device_3065	ordinary	typical
S008287	device_0400	ordinary	typical
S003182	device_2357	ordinary	typical
S007318	device_3104	repeatable	typical
S010066	device_3371	ordinary	typical
S011867	device_2083	repeatable	high
S012260	device_3426	ordinary	typical
S009614	device_1829	ordinary	typical
S008798	device_1398	repeatable	typical
S009201	device_2227	repeatable	typical
S009414	device_2733	ordinary	high
S005857	device_1724	ordinary	low
S004394	device_1480	ordinary	typical
S004503	device_3272	ordinary	typical
S008413	device_1906	ordinary	high
S008685	device_1401	ordinary	high
S006838	device_1876	ordinary	typical
S001934	device_0473	ordinary	typical
S006948	device_0145	ordinary	typical
S009751	device_1795	ordinary	high
S000828	device_0766	repeatable	high
S003963	device_0880	repeatable	high
S003379	device_1435	repeatable	high
S012253	device_1802	repeatable	high
S008641	device_1059	repeatable	high
S007861	device_1214	ordinary	typical
S003907	device_0461	ordinary	typical
S003139	device_2968	ordinary	typical
S012712	device_1825	ordinary	typical
S012894	device_3365	repeatable	typical
S001642	device_1392	repeatable	typical
S006112	device_3117	ordinary	low
S009917	device_1573	ordinary	typical
S003171	device_2842	repeatable	high
S001881	device_2167	ordinary	high
S007513	device_1341	repeatable	high
S004618	device_1048	repeatable	high
S002077	device_1933	repeatable	high
S009312	device_1165	ordinary	typical
S005559	device_1731	ordinary	typical
S004355	device_2558	repeatable	typical
S003642	device_1300	ordinary	high
S006833	device_2031	ordinary	typical
S004167	device_1000	repeatable	high
S000649	device_0068	ordinary	typical
S011155	device_2225	ordinary	typical
S002862	device_0969	repeatable	high
S008090	device_2021	repeatable	typical
S009469	device_1145	ordinary	typical
S011073	device_0433	repeatable	typical
S010400	device_3022	ordinary	typical
S000734	device_1465	ordinary	typical
S009853	device_1428	repeatable	typical
S006566	device_3382	ordinary	high
S007969	device_2972	ordinary	typical
S001862	device_0977	repeatable	high
S002475	device_1187	ordinary	low
S000299	device_1412	ordinary	high
S011846	device_1617	ordinary	typical
S008666	device_0121	ordinary	typical
S011630	device_3335	repeatable	high
S009064	device_1857	ordinary	typical
S012622	device_3404	ordinary	typical
S001496	device_1010	ordinary	low
S012219	device_2710	ordinary	typical
S009722	device_0335	ordinary	high
S009683	device_0869	ordinary	typical
S000459	device_0940	repeatable	typical
S006863	device_2177	ordinary	typical
S012845	device_1051	repeatable	typical
S009988	device_1916	ordinary	typical
S008214	device_1244	ordinary	typical
S012955	device_1843	repeatable	typical
S001313	device_1360	ordinary	typical
S004143	device_0497	repeatable	high
S000067	device_2434	repeatable	high
S002219	device_0909	repeatable	typical
S011005	device_1476	ordinary	typical
S003429	device_2463	ordinary	typical
S009453	device_0614	ordinary	typical
S012960	device_1413	ordinary	typical
S001649	device_1258	ordinary	typical
S002411	device_2771	ordinary	typical
S006246	device_1928	repeatable	high
S001661	device_0550	ordinary	low
S008371	device_2800	ordinary	high
S011256	device_0726	ordinary	typical
S003404	device_1974	ordinary	high
S003882	device_0925	ordinary	typical
S005851	device_2342	ordinary	typical
S010188	device_2195	ordinary	typical
S000721	device_0118	ordinary	high
S009653	device_1319	repeatable	high
S000827	device_3317	ordinary	typical
S002025	device_1496	ordinary	high
S009898	device_3113	repeatable	typical
S001632	device_1486	repeatable	high
S004614	device_0833	ordinary	typical
S009496	device_0528	ordinary	typical
S008682	device_3251	ordinary	typical
S009296	device_1458	ordinary	high
S008783	device_0050	repeatable	high
S010194	device_2390	repeatable	typical
S001365	device_3258	ordinary	typical
S007362	device_2096	ordinary	typical
S012210	device_0893	ordinary	low
S004600	device_2421	ordinary	typical
S009760	device_2480	ordinary	low
S002182	device_3531	repeatable	high
S006674	device_0467	ordinary	typical
S010972	device_0971	repeatable	high
S004312	device_2756	ordinary	typical
S011547	device_2477	ordinary	typical
S008514	device_0415	repeatable	typical
S008963	device_3435	ordinary	typical
S008007	device_0364	ordinary	high
S012121	device_2175	ordinary	typical
S007277	device_2660	repeatable	high
S007531	device_3348	ordinary	high
S007893	device_2347	ordinary	typical
S010960	device_0883	ordinary	high
S003217	device_2907	ordinary	typical
S002434	device_3545	ordinary	typical
S002173	device_1972	ordinary	typical
S003870	device_1060	repeatable	typical
S006570	device_1101	ordinary	typical
S003986	device_1624	ordinary	typical
S004299	device_2314	ordinary	typical
S011057	device_2518	ordinary	typical
S008527	device_2366	ordinary	typical
S012039	device_2825	ordinary	low
S003448	device_1241	ordinary	typical
S012788	device_0683	repeatable	high
S010181	device_0538	ordinary	typical
S005632	device_2959	ordinary	typical
S009668	device_0465	ordinary	typical
S000755	device_2777	ordinary	typical
S012508	device_1068	ordinary	high
S001547	device_0036	ordinary	typical
S004938	device_1204	ordinary	high
S001954	device_3409	ordinary	typical
S005962	device_0036	ordinary	typical
S002080	device_0405	ordinary	typical
S009400	device_1855	ordinary	high
S002092	device_3364	ordinary	typical
S010251	device_2335	repeatable	high
S002014	device_1091	ordinary	high
S008574	device_1597	ordinary	low
S000999	device_2633	ordinary	typical
S005829	device_1573	ordinary	typical
S001479	device_2556	repeatable	typical
S012486	device_0868	ordinary	typical
S006147	device_0812	ordinary	typical
S002578	device_2895	ordinary	typical
S001486	device_3151	ordinary	typical
S006134	device_3542	ordinary	high
S008364	device_2868	ordinary	typical
S011063	device_0559	ordinary	typical
S007463	device_0788	ordinary	typical
S002531	device_0830	repeatable	high
S012288	device_1173	ordinary	typical
S003699	device_2635	ordinary	typical
S001116	device_1941	ordinary	typical
S001602	device_1105	ordinary	typical
S001833	device_3588	ordinary	typical
S002800	device_1830	repeatable	typical
S010857	device_2904	repeatable	high
S006282	device_0319	ordinary	typical
S000953	device_1189	repeatable	high
S007008	device_0676	ordinary	typical
S007992	device_1372	repeatable	typical
S005885	device_3193	ordinary	typical
S003804	device_2335	ordinary	high
S001755	device_0254	ordinary	typical
S012743	device_2838	ordinary	typical
S001250	device_3170	ordinary	typical
S005541	device_3447	ordinary	low
S011920	device_0991	ordinary	high
S010712	device_2074	ordinary	high
S007355	device_1660	ordinary	high
S009626	device_0227	repeatable	typical
S005975	device_2112	ordinary	typical
S006695	device_0127	ordinary	high
S003190	device_1532	ordinary	typical
S004575	device_0901	ordinary	typical
S009480	device_1212	ordinary	typical
S008153	device_0314	ordinary	typical
S006061	device_0731	ordinary	typical
S004038	device_0282	repeatable	typical
S008938	device_1528	ordinary	typical
S011415	device_3471	ordinary	high
S010304	device_3171	ordinary	high
S003436	device_1414	repeatable	typical
S000901	device_0114	ordinary	low
S006141	device_1477	repeatable	typical
S012561	device_0621	repeatable	high
S003250	device_0919	ordinary	typical
S000006	device_2423	repeatable	high
S010995	device_1290	ordinary	typical
S003828	device_2997	ordinary	typical
S002755	device_0699	ordinary	typical
S006324	device_3027	repeatable	high
S007702	device_1272	ordinary	high
S006467	device_0792	repeatable	high
S006170	device_3513	ordinary	typical
S001937	device_0651	repeatable	high
S009210	device_3242	ordinary	typical
S010494	device_1752	ordinary	typical
S011652	device_0878	ordinary	typical
S008149	device_0975	ordinary	typical
S005081	device_2927	repeatable	typical
S006862	device_2813	ordinary	high
S009179	device_1267	ordinary	low
S002332	device_2342	repeatable	high
S008548	device_1744	ordinary	typical
S002148	device_2351	ordinary	typical
S005039	device_1709	ordinary	typical
S008232	device_1242	ordinary	high
S007778	device_1217	ordinary	typical
S007710	device_0909	ordinary	typical
S002527	device_2762	repeatable	typical
S011349	device_1785	ordinary	typical
S000127	device_0170	repeatable	high
S011047	device_2322	ordinary	high
S012649	device_2516	ordinary	low
S010124	device_2917	ordinary	typical
S003526	device_2113	repeatable	typical
S002865	device_2955	ordinary	high
S010518	device_2792	repeatable	high
S004453	device_2482	ordinary	typical
S001491	device_2098	ordinary	typical
S001682	device_0836	ordinary	typical
S006403	device_2594	ordinary	typical
S003128	device_0420	ordinary	typical
S011388	device_3084	repeatable	typical
S010272	device_2290	repeatable	typical
S008375	device_2864	ordinary	high
S003978	device_0523	ordinary	typical
S011137	device_0902	ordinary	typical
S003026	device_1667	repeatable	typical
S006294	device_2714	ordinary	typical
S000791	device_1263	repeatable	high
S007430	device_2500	repeatable	typical
S011847	device_1119	ordinary	typical
S011911	device_1347	ordinary	typical
S004188	device_2317	ordinary	typical
S011528	device_0962	repeatable	low
S006260	device_2869	ordinary	typical
S012814	device_3040	ordinary	typical
S004625	device_0685	ordinary	typical
S003675	device_3033	ordinary	typical
S002899	device_2874	ordinary	typical
S007862	device_1421	repeatable	high
S002187	device_3090	ordinary	typical
S000465	device_1991	ordinary	typical
S001768	device_0258	ordinary	high
S002935	device_1226	ordinary	typical
S004702	device_1640	ordinary	typical
S008107	device_2954	ordinary	typical
S011534	device_1209	ordinary	typical
S011680	device_2029	ordinary	typical
S000831	device_3128	ordinary	typical
S011924	device_2896	ordinary	typical
S002274	device_0927	ordinary	typical
S004557	device_2551	ordinary	typical
S012885	device_1307	ordinary	typical
S007843	device_2453	ordinary	typical
S002886	device_2630	repeatable	typical
S006724	device_2894	ordinary	high
S010202	device_3306	ordinary	typical
S005343	device_3345	ordinary	typical
S012295	device_0219	ordinary	high
S001006	device_1887	ordinary	high
S012162	device_2376	ordinary	typical
S008922	device_0508	ordinary	typical
S001566	device_2117	repeatable	typical
S011263	device_2293	ordinary	typical
S007223	device_2658	ordinary	typical
S006051	device_0157	ordinary	typical
S005192	device_0856	ordinary	typical
S005077	device_3434	ordinary	typical
S008594	device_0142	ordinary	typical
S001248	device_2577	ordinary	typical
S004232	device_2799	ordinary	low
S006184	device_0905	repeatable	high
S009475	device_2621	ordinary	typical
S011337	device_0383	ordinary	typical
S008384	device_2207	repeatable	high
S009417	device_0746	ordinary	typical
S008260	device_0550	ordinary	typical
S008602	device_1004	ordinary	typical
S007103	device_2350	ordinary	typical
S002911	device_0600	ordinary	typical
S000770	device_1296	ordinary	low
S005708	device_3128	repeatable	high
S002822	device_3465	ordinary	high
S000234	device_3554	repeatable	typical
S000635	device_1170	ordinary	typical
S008098	device_0625	ordinary	typical
S000136	device_0336	ordinary	typical
S002849	device_3277	ordinary	typical
S012035	device_0210	ordinary	typical
S012837	device_1288	ordinary	typical
S007706	device_1204	ordinary	low
S008705	device_3408	ordinary	typical
S012892	device_0462	ordinary	typical
S004314	device_0301	ordinary	typical
S011276	device_2579	ordinary	typical
S003511	device_3265	repeatable	typical
S009938	device_2670	ordinary	typical
S003150	device_1773	ordinary	low
S011316	device_2256	ordinary	high
S000639	device_2490	ordinary	low
S005506	device_2256	ordinary	typical
S011606	device_1547	ordinary	typical
S010965	device_2533	ordinary	high
S002271	device_0335	ordinary	high
S010619	device_1173	ordinary	typical
S011228	device_1580	ordinary	typical
S005299	device_0879	repeatable	high
S006225	device_0121	repeatable	high
S009821	device_0555	ordinary	typical
S008213	device_3246	repeatable	high
S002734	device_0220	ordinary	typical
S011952	device_3151	ordinary	typical
S003315	device_0726	repeatable	typical
S002395	device_0196	ordinary	typical
S010133	device_1036	ordinary	typical
S010118	device_2611	ordinary	typical
S006546	device_2976	repeatable	typical
S005525	device_2225	ordinary	typical
S003394	device_0824	ordinary	typical
S005402	device_0354	ordinary	high
S001434	device_2886	repeatable	high
S011333	device_0769	repeatable	low
S002276	device_1714	ordinary	typical
S012746	device_0251	repeatable	high
S002795	device_2053	repeatable	high
S001628	device_3586	repeatable	typical
S003317	device_3131	ordinary	typical
S010173	device_1047	repeatable	high
S000467	device_2278	repeatable	typical
S001821	device_1093	ordinary	typical
S001905	device_1600	ordinary	typical
S001376	device_1194	ordinary	typical
S003843	device_0468	ordinary	high
S007293	device_1620	repeatable	typical
S011096	device_0209	ordinary	typical
S007379	device_0012	repeatable	high
S001647	device_0507	ordinary	typical
S009155	device_1351	ordinary	low
S009260	device_2071	ordinary	typical
S011288	device_2148	ordinary	typical
S001304	device_3484	ordinary	typical
S007230	device_2787	ordinary	high
S005562	device_1731	ordinary	typical
S009303	device_1913	ordinary	high
S000275	device_2019	ordinary	high
S001347	device_2288	ordinary	typical
S008640	device_1532	repeatable	typical
S000256	device_0049	repeatable	typical
S008517	device_1300	ordinary	high
S008725	device_2918	repeatable	low
S009241	device_1507	ordinary	typical
S003316	device_3106	ordinary	high
S011050	device_3282	ordinary	typical
S003251	device_3507	repeatable	typical
S001772	device_2074	ordinary	typical
S008860	device_2409	ordinary	high
S005110	device_0189	ordinary	typical
S006665	device_2456	ordinary	typical
S001641	device_1627	ordinary	typical
S005146	device_0767	ordinary	low
S006342	device_2039	ordinary	high
S001396	device_0378	ordinary	typical
S000719	device_2714	ordinary	typical
S001424	device_2473	repeatable	high
S005196	device_0318	ordinary	typical
S002388	device_0195	ordinary	typical
S008422	device_1776	repeatable	high
S008512	device_2236	repeatable	typical
